id,texto,palabras_ambiguas,genero
9145,"""El sueño va sobre el tiempo flotando como un velero"". De genio a genio. Fue Federico García Lorca quien en su obra  Así que pasen cinco años reflejaba la tragedia del ser humano, víctima de sus sueño",red,Drama
9149,"El debutante Lin-Manuel Miranda se enfrenta con Tick, Tick... Boom! al complejo reto de llevar al cine la historia autobiográfica del famoso autor teatral Jonathan Larson al que da vida de forma magis",clave,Drama
9152,"Los apasionados por el cine y el teatro musical estarán satisfechos con la nueva entrega de Netflix, Tick, tick… boom! El debut como director de cine de Lin-Manuel Miranda es una propuesta basada en e",linea,Drama
9160,"Muy bueno el musical que dirige un experto como Lin-Manuel Miranda, con Jon Larson (Andrew Garfield) como protagonista. En realidad es un musical que hace las veces de biopic, pues es la propia vida d",oro,Drama
9162,El actor Lyn-Manuel Miranda ha debutado en la dirección de largometraje con este proyecto que se ha estrenado de manera limitada en cines antes de estrenarse en Netflix una semana después. Basado en e,oro,Drama
9163,Toda mi vida de cinéfilo he sido prejuicioso a la hora de visualizar una película de genero musical independientemente de conocer de antemano o no críticas favorables/desfavorables para con el mismo. ,capital,Drama
9164,"Nos topamos de nuevo con las películas sobre el artista, la actriz, la bailarina, el compositor, sobre los soñadores, los conflictos anhelantes de éxito y prestigio contrastadas con el constante estan",clave | fuente,Drama
9179,"Este filme resume la vida de miles y miles de artistas con talento y capacidad que nunca fueron escuchados, los que llegan a que su arte se exponga y se consolide son realmente pocos y privilegiados. ",linea | vela,Drama
9183,"Con una clara referencia en aquel cine de finales de los 70 y primeros 80 del siglo pasado, con héroes urbanos y marginales como El Vaquilla como enseña, Daniel Monzón construye una película que, sobr",cabo,Drama
9186,"*Difícil transiciónPasar de una dictadura durante cuarenta años a una frágil democracia no fue nada fácil. En la España de la segunda mitad de los 70 había grandes ansias de libertad y, sobre todo, de",linea,Drama
9192,"Las leyes de la frontera está dirigida por Daniel Monzón, no es su mejor película, pero sí es efectiva. Además, es una adaptación de la novela de Javier Cercas. En verano de 1978, Ignacio (Marcos Ruiz",linea,Drama
9194,"De todas las situaciones que se dan en la película hay algunas que son más creíbles que otras, cuestión que poco tiene que importarnos cuando el objetivo de entretener se alcanza sobradamente. Diría q",clave,Drama
9198,"La ficción se empeña en saturarnos con la misma historia del amor imposible, narrándola de todas las formas imaginables. Da igual la manera, el sabor siempre tiene que ser el mismo, a tragedia pasada ",linea,Drama
9200,"Nuestro querido cine quinqui, ese que popularizaron directores como Jose Antonio de la Loma o Eloy de la Iglesia a finales de los años 70 y principio de los 80, reflejando las fechorías de delincuente",linea,Drama
9202,"Año nuevo con crítica nueva. (Feliz 2022)Tras ver esta primera película del año recuerdo aquellas otras cintas (cine quinqui de los años  70/80) que tocaban la misma temática, donde jóvenes delincuent",oro,Drama
9206,"Debo decir que me aproximo siempre con muchísima precaución al cine español, cual gato escaldado. En muchas ocasiones he tenido ocasión de leer críticas muy elogiosas de películas españolas que, una v",gato,Drama
9213,"Daniel Monzón vuelve a adaptar una novela, esta vez ambientada en 1978, un periodo de mucho cambio en España. De hecho, esa transformación se refleja no solo en el contexto del camino de la dictadura ",linea,Drama
9227,"Me decidí por esta película por dos motivos: las buenas críticas en esta web vertidas y la escasa oferta de calidad habida en Netflix. Hasta el minuto 35 en el primer visionado, hube de abandonarlo in",gato,Drama
9228,"Vuelve el cine quinqui. Daniel Monzón dirige con maestría su nueva película, basada en parte de la novela homónima de Javier Cercas, con guion de Jorge Guerricaechevarría, que transcurre en los años 7",cabo | oro | linea,Drama
9241,"Una película destacable y muy recomendable para los amantes de la acción y romance, siendo sorprendentemente bien dirigida por Daniel Monzón. Resultando ser una emocionante y sugerente mirada sobre la",linea,Drama
9247,"Resulta indiscutible la hibridación de las diferentes vetas creativas de la tradición artístico-cultural española: costumbrismo populista, la comedia folklórica, la “Españolada” y el sainete cinematog",oro,Drama
9250,"Amé tanto ‘Celda 211’ que, cuando llegó ‘El niño’ me quedé enrrarecido. Quizás esperaba que Daniel Monzón, su director, encumbrase nuevamente el cine español con una propuesta original y actuaciones p",linea,Drama
9253,"El que fuera crítico de cine, el coguionista y cineasta Daniel Monzón ha vuelto al cine serio de calidad tras la aceptable comedia “Yucatán” con esta buena y fiel adaptación de la novela homónima de J",linea,Drama
9255,"La vuelta al pasado está muy de moda, pero creo que hasta ahora no se había vuelto la vista a las famosas películas de pandilleros españoles de finales de los 70 y principios de los 80.Daniel Monzón n",linea,Drama
9257,"Comencé a ver esta película con ganas en netflix pero al final, me salió rana y aburrida a más no poder. Menos mal que no tuve que pagar un extra por verla.Retomar el cine quinqui en el año 2021 queda",linea,Drama
9263,"Y el orden de los factores no altera el producto.Estas son las bases de esta serie, decorada con un trío de bichejos estilo Hulk, aplastando todo, pero grises y humeantes, que nadie espere zombies por",oro,Terror
9278,"Desde que supe de esta producción, tuve bastante interés en la misma, ya que su premisa no podía ser más alocada, en la que unos seres te persiguen y te arrastran al infierno si has pecado. La serie s",linea,Terror
9282,"*¿Qué harías si supieras cuando vas a morir?Rumbo al infierno (Hellbound) plantea una cuestión inicial muy interesante, en un mundo donde, debido a unos eventos paranormales, las personas pueden saber",cabo | oro,Terror
9296,"‘Cortar por la línea de puntos’ es la nueva producción animada de Netflix, procedente de Italia y adaptación de un cómic. El creador del mismo se encarga de la serie, a la cual me he acercado por pura",linea | oro | linea,Comedia
9298,"...lo siento por el titulo...Zerocalcare ha conseguido dibujar el retrato exacto de la generación Milenial y Y, y no estamos hablando de una gran empresa donde los mandamases deciden que la vida de la",linea | linea,Comedia
9300,"Maravillosa miniserie que nos llega desde Italia, de la mano de una Netflix que, en su alto número de series disponibles, se coloca esta obra de Zerocalcare fácilmente como lo mejor disponible en cuan",linea | linea,Comedia
9301,"'Cortar por la línea de puntos' me traslada a todos los pensamientos hiperbólicos que mi subconsciente trama cuando el mundo no está a mi favor. Es una miniserie sobre la vida al desnudo, sobre la pue",linea,Comedia
9302,"Netflix una vez más nos sorprende con sus series de animación para adultos con esta transducción abierta del relato La profecía del armadillo (2011), obra del autor de novelas gráficas Michele Rech (c",cabo | cabo | linea | linea,Comedia
9305,"He visto la serie... Cortar Por La Linea De Puntoshttps://www.filmaffinity.com/es/film192119.htmlUn 8. Y no es que sea una gran serie, pero me ha llegado.Se trata de una animación italiana que consta ",linea,Comedia
9306,"Si no has visto la serie aún, no sé qué haces aquí leyéndome. Ve ahora mismo a verla. Son dos horas en total, una película cualquiera de hoy en día.Ahora que has ido a ver la serie y has vuelto, sabes",linea | linea,Comedia
9311,"""Cortar por la Línea de Puntos"" es una serie que brilla con su enfoque singular y su capacidad para mezclar humor, reflexión y surrealismo en un viaje por las calles de Roma. Siguiendo las reflexiones",linea | linea,Comedia
9322,"Alerta roja, Red Notice, como título original de esta cinta estadounidense de 2021.No me extenderé mucho. Película típica de ladrones de guante blanco que pretenden robar como si fueran artistas y la ",red,Accion
9329,"Red notice, es quizá una de las peores películas del año, esto se debe sin duda al guión tan desastroso que pretende dar varios giros al género pero estos resultan ridículos y sobre todo risible. En s",red,Accion
9338,"Red Notice está dirigida por Rawson Marshall Thurber, disponible en Netflix y con tres grandes cabezas de cartel como son Dwayne Johnson, Ryan Reynolds y Gal Gadot. Taquillazo asegurado, desde luego, ",red,Accion
9339,“Alerta roja” pertenece a esa nueva tipología (a falta de una calificación mejor o de considerarla un género en sí misma) de películas de relleno en las plataformas de streaming con una calidad técnic,linea,Accion
9340,*La película más cara de Netflix130 millones de dólares es lo que ha costado la película más cara de la plataforma hasta la fecha. Lo que debería sorprender es que 130 millones no es tanto dinero para,red | red,Accion
9341,"Alerta roja es una de esas pelis que, a priori, ya sabes más o menos antes de verla por dónde van a ir los tiros (aunque huelga decir que tiene algún giro bastante chulo) pero que, aún y así, tiene la",oro | clave,Accion
9343,"""Alerta roja"" es un pasatiempo barra tontería —la escena de la plaza de toros es de absoluto bochorno— con tanto lujo en su exterior como podredumbre y decrepitud en su interior.Un Rawson Marshall Thu",clave,Accion
9349,"Sin ser gran cosa, cumple con el objetivo de hacer pasar al espectador unas dos horas divertidas, mas allá de algunas partes bastantes irracionales del guion. Aquí encontramos a tres personajes que em",oro,Accion
9353,"Adentrarse en un producto como el que nos ocupa, no es algo tan apasionante como encontrar los huevos de Cleopatra, la última faraona egipcia. Bajo esa premisa, puedo decir,  no sin temor a ser vilipe",cabo | cabo,Accion
9361,"Alerta Roja (Red Notice) se ha vendido (aparte de por tener ese trío de ases) como la película más cara de Netflix (concretamente, 200 millones de dólares, que se dice pronto), y no sé hasta qué punto",red,Accion
9371,"¿Por qué doy las gracias al bueno de Reynolds? Porque sus gracias (muchas veces chistes malos y según a quién, no les harán ni pizca de gracia, eso esta claro: hay gustos y sentidos del humor de todos",cabo,Accion
9381,Tiene cosas muy buenas esta película y potencial de haberse convertido en un clásico moderno del cine de acción. Pero también tiene cosas que le impiden volar demasiado alto. Lo primero que m gusta es,oro,Accion
9385,"*Del campo a la ciudad7 prisioneros (7 prisoners) empieza con un ritual poco menos que ancestral y, además, bastante común en casi cualquier lado del mundo. Un joven que vive en el campo, Mateus (Chri",campo | campo,Drama
9388,"Excelente film brasileño, muy duro pero necesario, no en vano narra el tráfico de seres humanos expuestos a inclementes jornadas de trabajo, sin seguro, contrato ni libertad.Una fábula sobre la esclav",curso,Drama
